edge_id,product,target_field,source_kind,source_product,source,occurrence,transform
f00225,investment.origo_deal,deal_normalised_name,rule,investment.origo_deal,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00226,investment.origo_deal,deal_external_id,field,investment.origo_deal,source_external_deal_id,steps[3]:calculated_fields,calculated_fields
f00227,investment.portiq_cash_flow,source_record_id,field,investment.portiq_cash_flow,cash_flow_id,steps[2]:schema_transform,schema_transform
f00228,investment.portiq_cash_flow,source_fund_id,field,investment.portiq_cash_flow,portiq_fund_id,steps[2]:schema_transform,schema_transform
f00229,investment.portiq_cash_flow,source_cash_flow_on,field,investment.portiq_cash_flow,cash_flow_date,steps[2]:schema_transform,schema_transform
f00230,investment.portiq_cash_flow,source_cash_flow_type,field,investment.portiq_cash_flow,cash_flow_type,steps[2]:schema_transform,schema_transform
f00231,investment.portiq_cash_flow,source_direction,field,investment.portiq_cash_flow,direction,steps[2]:schema_transform,schema_transform
f00232,investment.portiq_cash_flow,source_amount_usd,field,investment.portiq_cash_flow,amount_usd,steps[2]:schema_transform,schema_transform
f00233,investment.portiq_cash_flow,source_currency,field,investment.portiq_cash_flow,currency,steps[2]:schema_transform,schema_transform
f00234,investment.portiq_cash_flow,cash_flow_source_system,expression,investment.portiq_cash_flow,'portiq',steps[3]:calculated_fields,calculated_fields
f00235,investment.portiq_fund,source_fund_id,field,investment.portiq_fund,portiq_fund_id,steps[2]:schema_transform,schema_transform
f00236,investment.portiq_fund,source_name,field,investment.portiq_fund,fund_name,steps[2]:schema_transform,schema_transform
f00237,investment.portiq_fund,source_gp_name,field,investment.portiq_fund,gp_name,steps[2]:schema_transform,schema_transform
f00238,investment.portiq_fund,source_gp_lei,field,investment.portiq_fund,gp_lei,steps[2]:schema_transform,schema_transform
f00239,investment.portiq_fund,source_lei,field,investment.portiq_fund,fund_lei,steps[2]:schema_transform,schema_transform
f00240,investment.portiq_fund,source_external_id,field,investment.portiq_fund,shared_external_id,steps[2]:schema_transform,schema_transform
f00241,investment.portiq_fund,source_asset_class,field,investment.portiq_fund,asset_class,steps[2]:schema_transform,schema_transform
f00242,investment.portiq_fund,source_strategy,field,investment.portiq_fund,strategy,steps[2]:schema_transform,schema_transform
f00243,investment.portiq_fund,source_vintage_year,field,investment.portiq_fund,vintage_year,steps[2]:schema_transform,schema_transform
f00244,investment.portiq_fund,source_currency,field,investment.portiq_fund,currency,steps[2]:schema_transform,schema_transform
f00245,investment.portiq_fund,source_record_id,field,investment.portiq_fund,source_fund_id,steps[3]:calculated_fields,calculated_fields
f00246,investment.portiq_fund,source_family_name,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00247,investment.portiq_fund,source_vehicle_type,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00248,investment.portiq_fund,source_gp_id,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00249,investment.portiq_fund,source_committed_capital_usd,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00250,investment.portiq_fund,source_domicile,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00251,investment.portiq_fund,source_status,expression,investment.portiq_fund,null,steps[3]:calculated_fields,calculated_fields
f00252,investment.portiq_fund,source_reported_on,expression,investment.portiq_fund,date '2025-12-31',steps[3]:calculated_fields,calculated_fields
f00253,investment.portiq_fund,fund_source_system,expression,investment.portiq_fund,'portiq',steps[3]:calculated_fields,calculated_fields
f00254,investment.portiq_fund,fund_identity_key,field,investment.portiq_fund,source_fund_id,steps[3]:calculated_fields,calculated_fields
f00255,investment.portiq_fund,fund_normalised_name,rule,investment.portiq_fund,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00256,investment.portiq_fund,fund_normalised_gp_name,rule,investment.portiq_fund,investment_normalised_gp_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00257,investment.portiq_fund,fund_lei,field,investment.portiq_fund,source_lei,steps[3]:calculated_fields,calculated_fields
f00258,investment.portiq_fund,fund_external_id,field,investment.portiq_fund,source_external_id,steps[3]:calculated_fields,calculated_fields
f00259,investment.portiq_fund,fund_gp_lei,field,investment.portiq_fund,source_gp_lei,steps[3]:calculated_fields,calculated_fields
f00260,investment.portiq_gp,source_record_id,field,investment.portiq_gp,portiq_fund_id,steps[2]:schema_transform,schema_transform
f00261,investment.portiq_gp,source_name,field,investment.portiq_gp,gp_name,steps[2]:schema_transform,schema_transform
f00262,investment.portiq_gp,source_lei,field,investment.portiq_gp,gp_lei,steps[2]:schema_transform,schema_transform
f00263,investment.portiq_gp,source_gp_id,expression,investment.portiq_gp,null,steps[3]:calculated_fields,calculated_fields
f00264,investment.portiq_gp,source_external_id,expression,investment.portiq_gp,null,steps[3]:calculated_fields,calculated_fields
f00265,investment.portiq_gp,source_domicile,expression,investment.portiq_gp,null,steps[3]:calculated_fields,calculated_fields
f00266,investment.portiq_gp,source_relationship_start_date,expression,investment.portiq_gp,null,steps[3]:calculated_fields,calculated_fields
f00267,investment.portiq_gp,source_reported_on,expression,investment.portiq_gp,date '2025-12-31',steps[3]:calculated_fields,calculated_fields
f00268,investment.portiq_gp,gp_source_system,expression,investment.portiq_gp,'portiq',steps[3]:calculated_fields,calculated_fields
f00269,investment.portiq_gp,gp_identity_key,field,investment.portiq_gp,source_record_id,steps[3]:calculated_fields,calculated_fields
f00270,investment.portiq_gp,gp_normalised_name,rule,investment.portiq_gp,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00271,investment.portiq_gp,gp_lei,field,investment.portiq_gp,source_lei,steps[3]:calculated_fields,calculated_fields
f00272,investment.portiq_gp,gp_external_id,expression,investment.portiq_gp,null,steps[3]:calculated_fields,calculated_fields
f00273,investment.portiq_portfolio_company,source_company_id,field,investment.portiq_portfolio_company,portiq_company_id,steps[2]:schema_transform,schema_transform
f00274,investment.portiq_portfolio_company,source_fund_id,field,investment.portiq_portfolio_company,portiq_fund_id,steps[2]:schema_transform,schema_transform
f00275,investment.portiq_portfolio_company,source_name,field,investment.portiq_portfolio_company,company_name,steps[2]:schema_transform,schema_transform
f00276,investment.portiq_portfolio_company,source_lei,field,investment.portiq_portfolio_company,company_lei,steps[2]:schema_transform,schema_transform
f00277,investment.portiq_portfolio_company,source_external_id,field,investment.portiq_portfolio_company,shared_external_id,steps[2]:schema_transform,schema_transform
f00278,investment.portiq_portfolio_company,source_sector,field,investment.portiq_portfolio_company,sector,steps[2]:schema_transform,schema_transform
f00279,investment.portiq_portfolio_company,source_country,field,investment.portiq_portfolio_company,country,steps[2]:schema_transform,schema_transform
f00280,investment.portiq_portfolio_company,source_record_id,field,investment.portiq_portfolio_company,source_company_id,steps[3]:calculated_fields,calculated_fields
f00281,investment.portiq_portfolio_company,source_sub_sector,expression,investment.portiq_portfolio_company,null,steps[3]:calculated_fields,calculated_fields
f00282,investment.portiq_portfolio_company,source_status,expression,investment.portiq_portfolio_company,null,steps[3]:calculated_fields,calculated_fields
f00283,investment.portiq_portfolio_company,source_reported_on,expression,investment.portiq_portfolio_company,date '2025-12-31',steps[3]:calculated_fields,calculated_fields
f00284,investment.portiq_portfolio_company,company_source_system,expression,investment.portiq_portfolio_company,'portiq',steps[3]:calculated_fields,calculated_fields
f00285,investment.portiq_portfolio_company,company_identity_key,field,investment.portiq_portfolio_company,source_company_id,steps[3]:calculated_fields,calculated_fields
f00286,investment.portiq_portfolio_company,company_normalised_name,rule,investment.portiq_portfolio_company,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00287,investment.portiq_portfolio_company,company_lei,field,investment.portiq_portfolio_company,source_lei,steps[3]:calculated_fields,calculated_fields
f00288,investment.portiq_portfolio_company,company_external_id,field,investment.portiq_portfolio_company,source_external_id,steps[3]:calculated_fields,calculated_fields
f00289,investment.vantora_cash_flow,source_record_id,field,investment.vantora_cash_flow,cash_flow_id,steps[2]:schema_transform,schema_transform
f00290,investment.vantora_cash_flow,source_fund_id,field,investment.vantora_cash_flow,vantora_fund_id,steps[2]:schema_transform,schema_transform
f00291,investment.vantora_cash_flow,source_cash_flow_on,field,investment.vantora_cash_flow,cash_flow_date,steps[2]:schema_transform,schema_transform
f00292,investment.vantora_cash_flow,source_cash_flow_type,field,investment.vantora_cash_flow,cash_flow_type,steps[2]:schema_transform,schema_transform
f00293,investment.vantora_cash_flow,source_direction,field,investment.vantora_cash_flow,direction,steps[2]:schema_transform,schema_transform
f00294,investment.vantora_cash_flow,source_amount_usd,field,investment.vantora_cash_flow,amount_usd,steps[2]:schema_transform,schema_transform
f00295,investment.vantora_cash_flow,source_currency,field,investment.vantora_cash_flow,currency,steps[2]:schema_transform,schema_transform
f00296,investment.vantora_cash_flow,cash_flow_source_system,expression,investment.vantora_cash_flow,'vantora',steps[3]:calculated_fields,calculated_fields
f00297,investment.vantora_fund,source_record_id,field,investment.vantora_fund,vantora_record_id,steps[2]:schema_transform,schema_transform
f00298,investment.vantora_fund,source_fund_id,field,investment.vantora_fund,vantora_fund_id,steps[2]:schema_transform,schema_transform
f00299,investment.vantora_fund,source_name,field,investment.vantora_fund,fund_name,steps[2]:schema_transform,schema_transform
f00300,investment.vantora_fund,source_family_name,field,investment.vantora_fund,fund_family_name,steps[2]:schema_transform,schema_transform
f00301,investment.vantora_fund,source_vehicle_type,field,investment.vantora_fund,vehicle_type,steps[2]:schema_transform,schema_transform
f00302,investment.vantora_fund,source_lei,field,investment.vantora_fund,fund_lei,steps[2]:schema_transform,schema_transform
f00303,investment.vantora_fund,source_external_id,field,investment.vantora_fund,shared_external_id,steps[2]:schema_transform,schema_transform
f00304,investment.vantora_fund,source_gp_id,field,investment.vantora_fund,gp_source_id,steps[2]:schema_transform,schema_transform
f00305,investment.vantora_fund,source_gp_name,field,investment.vantora_fund,gp_name,steps[2]:schema_transform,schema_transform
f00306,investment.vantora_fund,source_asset_class,field,investment.vantora_fund,asset_class,steps[2]:schema_transform,schema_transform
f00307,investment.vantora_fund,source_strategy,field,investment.vantora_fund,strategy,steps[2]:schema_transform,schema_transform
f00308,investment.vantora_fund,source_vintage_year,field,investment.vantora_fund,vintage_year,steps[2]:schema_transform,schema_transform
f00309,investment.vantora_fund,source_committed_capital_usd,field,investment.vantora_fund,committed_capital_usd,steps[2]:schema_transform,schema_transform
f00310,investment.vantora_fund,source_currency,field,investment.vantora_fund,currency,steps[2]:schema_transform,schema_transform
f00311,investment.vantora_fund,source_domicile,field,investment.vantora_fund,domicile,steps[2]:schema_transform,schema_transform
f00312,investment.vantora_fund,source_status,field,investment.vantora_fund,fund_status,steps[2]:schema_transform,schema_transform
f00313,investment.vantora_fund,source_reported_on,field,investment.vantora_fund,as_of_date,steps[2]:schema_transform,schema_transform
f00314,investment.vantora_fund,source_gp_lei,expression,investment.vantora_fund,null,steps[3]:calculated_fields,calculated_fields
f00315,investment.vantora_fund,fund_source_system,expression,investment.vantora_fund,'vantora',steps[3]:calculated_fields,calculated_fields
f00316,investment.vantora_fund,fund_identity_key,field,investment.vantora_fund,source_record_id,steps[3]:calculated_fields,calculated_fields
f00317,investment.vantora_fund,fund_normalised_name,rule,investment.vantora_fund,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00318,investment.vantora_fund,fund_normalised_gp_name,rule,investment.vantora_fund,investment_normalised_gp_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00319,investment.vantora_fund,fund_lei,field,investment.vantora_fund,source_lei,steps[3]:calculated_fields,calculated_fields
f00320,investment.vantora_fund,fund_external_id,field,investment.vantora_fund,source_external_id,steps[3]:calculated_fields,calculated_fields
f00321,investment.vantora_fund,fund_gp_lei,field,investment.vantora_fund,source_gp_lei,steps[3]:calculated_fields,calculated_fields
f00322,investment.vantora_gp,source_gp_id,field,investment.vantora_gp,vantora_gp_id,steps[2]:schema_transform,schema_transform
f00323,investment.vantora_gp,source_name,field,investment.vantora_gp,gp_name,steps[2]:schema_transform,schema_transform
f00324,investment.vantora_gp,source_lei,field,investment.vantora_gp,gp_lei,steps[2]:schema_transform,schema_transform
f00325,investment.vantora_gp,source_external_id,field,investment.vantora_gp,shared_external_id,steps[2]:schema_transform,schema_transform
f00326,investment.vantora_gp,source_domicile,field,investment.vantora_gp,domicile,steps[2]:schema_transform,schema_transform
f00327,investment.vantora_gp,source_relationship_start_date,field,investment.vantora_gp,relationship_start_date,steps[2]:schema_transform,schema_transform
f00328,investment.vantora_gp,source_record_id,field,investment.vantora_gp,source_gp_id,steps[3]:calculated_fields,calculated_fields
f00329,investment.vantora_gp,source_reported_on,expression,investment.vantora_gp,date '2025-12-31',steps[3]:calculated_fields,calculated_fields
f00330,investment.vantora_gp,gp_source_system,expression,investment.vantora_gp,'vantora',steps[3]:calculated_fields,calculated_fields
f00331,investment.vantora_gp,gp_identity_key,field,investment.vantora_gp,source_gp_id,steps[3]:calculated_fields,calculated_fields
f00332,investment.vantora_gp,gp_normalised_name,rule,investment.vantora_gp,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00333,investment.vantora_gp,gp_lei,field,investment.vantora_gp,source_lei,steps[3]:calculated_fields,calculated_fields
f00334,investment.vantora_gp,gp_external_id,field,investment.vantora_gp,source_external_id,steps[3]:calculated_fields,calculated_fields
f00335,investment.vantora_gp_succession,source_record_id,field,investment.vantora_gp_succession,succession_event_id,steps[2]:schema_transform,schema_transform
f00336,investment.vantora_gp_succession,source_predecessor_gp_id,field,investment.vantora_gp_succession,predecessor_gp_id,steps[2]:schema_transform,schema_transform
f00337,investment.vantora_gp_succession,source_successor_gp_id,field,investment.vantora_gp_succession,successor_gp_id,steps[2]:schema_transform,schema_transform
f00338,investment.vantora_gp_succession,source_event_type,field,investment.vantora_gp_succession,event_type,steps[2]:schema_transform,schema_transform
f00339,investment.vantora_gp_succession,source_effective_on,field,investment.vantora_gp_succession,effective_date,steps[2]:schema_transform,schema_transform
f00340,investment.vantora_gp_succession,succession_source_system,expression,investment.vantora_gp_succession,'vantora',steps[3]:calculated_fields,calculated_fields
f00341,investment.vantora_legal_vehicle,source_vehicle_id,field,investment.vantora_legal_vehicle,vehicle_id,steps[2]:schema_transform,schema_transform
f00342,investment.vantora_legal_vehicle,source_fund_id,field,investment.vantora_legal_vehicle,vantora_fund_id,steps[2]:schema_transform,schema_transform
f00343,investment.vantora_legal_vehicle,source_parent_vehicle_id,field,investment.vantora_legal_vehicle,parent_vehicle_id,steps[2]:schema_transform,schema_transform
f00344,investment.vantora_legal_vehicle,source_name,field,investment.vantora_legal_vehicle,vehicle_name,steps[2]:schema_transform,schema_transform
f00345,investment.vantora_legal_vehicle,source_vehicle_type,field,investment.vantora_legal_vehicle,vehicle_type,steps[2]:schema_transform,schema_transform
f00346,investment.vantora_legal_vehicle,source_jurisdiction,field,investment.vantora_legal_vehicle,jurisdiction,steps[2]:schema_transform,schema_transform
f00347,investment.vantora_legal_vehicle,source_incorporation_text,field,investment.vantora_legal_vehicle,incorporation_date,steps[2]:schema_transform,schema_transform
f00348,investment.vantora_legal_vehicle,source_lei,field,investment.vantora_legal_vehicle,vehicle_lei,steps[2]:schema_transform,schema_transform
f00349,investment.vantora_legal_vehicle,source_record_id,field,investment.vantora_legal_vehicle,source_vehicle_id,steps[3]:calculated_fields,calculated_fields
f00350,investment.vantora_legal_vehicle,source_incorporated_on,field,investment.vantora_legal_vehicle,source_incorporation_text,steps[3]:calculated_fields,calculated_fields
f00351,investment.vantora_legal_vehicle,source_reported_on,expression,investment.vantora_legal_vehicle,date '2025-12-31',steps[3]:calculated_fields,calculated_fields
f00352,investment.vantora_legal_vehicle,vehicle_source_system,expression,investment.vantora_legal_vehicle,'vantora',steps[3]:calculated_fields,calculated_fields
f00353,investment.vantora_legal_vehicle,vehicle_identity_key,field,investment.vantora_legal_vehicle,source_vehicle_id,steps[3]:calculated_fields,calculated_fields
f00354,investment.vantora_legal_vehicle,vehicle_normalised_name,rule,investment.vantora_legal_vehicle,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00355,investment.vantora_legal_vehicle,vehicle_lei,field,investment.vantora_legal_vehicle,source_lei,steps[3]:calculated_fields,calculated_fields
f00356,investment.vantora_portfolio_company,source_company_id,field,investment.vantora_portfolio_company,vantora_company_id,steps[2]:schema_transform,schema_transform
f00357,investment.vantora_portfolio_company,source_fund_id,field,investment.vantora_portfolio_company,vantora_fund_id,steps[2]:schema_transform,schema_transform
f00358,investment.vantora_portfolio_company,source_name,field,investment.vantora_portfolio_company,company_name,steps[2]:schema_transform,schema_transform
f00359,investment.vantora_portfolio_company,source_lei,field,investment.vantora_portfolio_company,company_lei,steps[2]:schema_transform,schema_transform
f00360,investment.vantora_portfolio_company,source_external_id,field,investment.vantora_portfolio_company,shared_external_id,steps[2]:schema_transform,schema_transform
f00361,investment.vantora_portfolio_company,source_sector,field,investment.vantora_portfolio_company,sector,steps[2]:schema_transform,schema_transform
f00362,investment.vantora_portfolio_company,source_sub_sector,field,investment.vantora_portfolio_company,sub_sector,steps[2]:schema_transform,schema_transform
f00363,investment.vantora_portfolio_company,source_country,field,investment.vantora_portfolio_company,country,steps[2]:schema_transform,schema_transform
f00364,investment.vantora_portfolio_company,source_status,field,investment.vantora_portfolio_company,status,steps[2]:schema_transform,schema_transform
f00365,investment.vantora_portfolio_company,source_reported_on,field,investment.vantora_portfolio_company,first_seen_at,steps[2]:schema_transform,schema_transform
f00366,investment.vantora_portfolio_company,source_record_id,field,investment.vantora_portfolio_company,source_company_id,steps[3]:calculated_fields,calculated_fields
f00367,investment.vantora_portfolio_company,company_source_system,expression,investment.vantora_portfolio_company,'vantora',steps[3]:calculated_fields,calculated_fields
f00368,investment.vantora_portfolio_company,company_identity_key,field,investment.vantora_portfolio_company,source_company_id,steps[3]:calculated_fields,calculated_fields
f00369,investment.vantora_portfolio_company,company_normalised_name,rule,investment.vantora_portfolio_company,investment_normalised_name_v1@1,steps[3]:calculated_fields,calculated_fields
f00370,investment.vantora_portfolio_company,company_lei,field,investment.vantora_portfolio_company,source_lei,steps[3]:calculated_fields,calculated_fields
f00371,investment.vantora_portfolio_company,company_external_id,field,investment.vantora_portfolio_company,source_external_id,steps[3]:calculated_fields,calculated_fields
f00372,investment.vantora_valuation,source_record_id,field,investment.vantora_valuation,valuation_id,steps[2]:schema_transform,schema_transform
f00373,investment.vantora_valuation,source_fund_id,field,investment.vantora_valuation,vantora_fund_id,steps[2]:schema_transform,schema_transform
f00374,investment.vantora_valuation,source_company_id,field,investment.vantora_valuation,vantora_company_id,steps[2]:schema_transform,schema_transform
f00375,investment.vantora_valuation,source_valued_on,field,investment.vantora_valuation,valuation_date,steps[2]:schema_transform,schema_transform
f00376,investment.vantora_valuation,source_value_usd,field,investment.vantora_valuation,value_usd,steps[2]:schema_transform,schema_transform
f00377,investment.vantora_valuation,source_method,field,investment.vantora_valuation,method,steps[2]:schema_transform,schema_transform
f00378,investment.vantora_valuation,source_valuation_level,field,investment.vantora_valuation,valuation_level,steps[2]:schema_transform,schema_transform
f00379,investment.vantora_valuation,source_confidence_score,field,investment.vantora_valuation,confidence_score,steps[2]:schema_transform,schema_transform
f00380,investment.vantora_valuation,valuation_source_system,expression,investment.vantora_valuation,'vantora',steps[3]:calculated_fields,calculated_fields
f00381,investment.vantora_vehicle_cash_flow,source_record_id,field,investment.vantora_vehicle_cash_flow,vehicle_cash_flow_id,steps[2]:schema_transform,schema_transform
f00382,investment.vantora_vehicle_cash_flow,source_vehicle_id,field,investment.vantora_vehicle_cash_flow,vehicle_id,steps[2]:schema_transform,schema_transform
f00383,investment.vantora_vehicle_cash_flow,source_cash_flow_on,field,investment.vantora_vehicle_cash_flow,cash_flow_date,steps[2]:schema_transform,schema_transform
f00384,investment.vantora_vehicle_cash_flow,source_cash_flow_type,field,investment.vantora_vehicle_cash_flow,cash_flow_type,steps[2]:schema_transform,schema_transform
f00385,investment.vantora_vehicle_cash_flow,source_direction,field,investment.vantora_vehicle_cash_flow,direction,steps[2]:schema_transform,schema_transform
f00386,investment.vantora_vehicle_cash_flow,source_amount_usd,field,investment.vantora_vehicle_cash_flow,amount_usd,steps[2]:schema_transform,schema_transform
f00387,investment.vantora_vehicle_cash_flow,source_currency,field,investment.vantora_vehicle_cash_flow,currency,steps[2]:schema_transform,schema_transform
f00388,investment.vantora_vehicle_cash_flow,vehicle_cash_flow_source_system,expression,investment.vantora_vehicle_cash_flow,'vantora',steps[3]:calculated_fields,calculated_fields
f00389,reference.benchmark_index,benchmark_id,field,reference.benchmark_index,benchmark_id,steps[2]:schema_transform,schema_transform
f00390,reference.benchmark_index,benchmark_name,field,reference.benchmark_index,benchmark_name,steps[2]:schema_transform,schema_transform
f00391,reference.benchmark_index,benchmark_on,field,reference.benchmark_index,index_date,steps[2]:schema_transform,schema_transform
f00392,reference.benchmark_index,benchmark_index_value,field,reference.benchmark_index,index_value,steps[2]:schema_transform,schema_transform
f00393,reference.benchmark_index,benchmark_currency,field,reference.benchmark_index,currency,steps[2]:schema_transform,schema_transform
f00394,reference.benchmark_index,benchmark_label,field,reference.benchmark_index,benchmark_id,steps[3]:calculated_fields,calculated_fields
f00395,reference.benchmark_index,benchmark_label,field,reference.benchmark_index,benchmark_currency,steps[3]:calculated_fields,calculated_fields
f00396,reference.customer_identity,identity_source_system,field,reference.customer_identity,source_system,steps[2]:schema_transform,schema_transform
f00397,reference.customer_identity,identity_source_record_id,field,reference.customer_identity,source_record_id,steps[2]:schema_transform,schema_transform
f00398,reference.customer_identity,customer_external_id,field,reference.customer_identity,true_customer_external_id,steps[2]:schema_transform,schema_transform
f00399,reference.customer_identity,customer_identity_note,field,reference.customer_identity,overlap_note,steps[2]:schema_transform,schema_transform
f00400,reference.customer_identity,customer_identity_key,field,reference.customer_identity,identity_source_system,steps[3]:calculated_fields,calculated_fields
f00401,reference.customer_identity,customer_identity_key,field,reference.customer_identity,identity_source_record_id,steps[3]:calculated_fields,calculated_fields
f00402,reference.customer_segment,segment_name,field,reference.customer_segment,segment,steps[2]:schema_transform,schema_transform
f00403,reference.customer_segment,segment_effective_from,field,reference.customer_segment,effective_from,steps[2]:schema_transform,schema_transform
f00404,reference.customer_segment,segment_record_source,field,reference.customer_segment,record_source,steps[2]:schema_transform,schema_transform
f00405,reference.customer_segment,segment_load_datetime,field,reference.customer_segment,load_datetime,steps[2]:schema_transform,schema_transform
f00406,reference.customer_segment,segment_label,field,reference.customer_segment,segment_name,steps[3]:calculated_fields,calculated_fields
f00407,reference.deal_identity,identity_source_system,field,reference.deal_identity,source_system,steps[2]:schema_transform,schema_transform
f00408,reference.deal_identity,identity_source_record_id,field,reference.deal_identity,source_record_id,steps[2]:schema_transform,schema_transform
f00409,reference.deal_identity,deal_external_identity,field,reference.deal_identity,true_deal_external_id,steps[2]:schema_transform,schema_transform
f00410,reference.deal_identity,deal_identity_note,field,reference.deal_identity,overlap_note,steps[2]:schema_transform,schema_transform
f00411,reference.deal_identity,deal_identity_key,field,reference.deal_identity,identity_source_system,steps[3]:calculated_fields,calculated_fields
f00412,reference.deal_identity,deal_identity_key,field,reference.deal_identity,identity_source_record_id,steps[3]:calculated_fields,calculated_fields
f00413,reference.fund_identity,identity_source_system,field,reference.fund_identity,source_system,steps[2]:schema_transform,schema_transform
f00414,reference.fund_identity,identity_source_record_id,field,reference.fund_identity,source_record_id,steps[2]:schema_transform,schema_transform
f00415,reference.fund_identity,fund_external_identity,field,reference.fund_identity,true_fund_external_id,steps[2]:schema_transform,schema_transform
f00416,reference.fund_identity,fund_identity_note,field,reference.fund_identity,overlap_note,steps[2]:schema_transform,schema_transform
f00417,reference.fund_identity,fund_identity_key,field,reference.fund_identity,identity_source_system,steps[3]:calculated_fields,calculated_fields
f00418,reference.fund_identity,fund_identity_key,field,reference.fund_identity,identity_source_record_id,steps[3]:calculated_fields,calculated_fields
f00419,reference.investment_calendar,calendar_date_text,field,reference.investment_calendar,calendar_date,steps[2]:schema_transform,schema_transform
f00420,reference.investment_calendar,calendar_year_text,field,reference.investment_calendar,year_number,steps[2]:schema_transform,schema_transform
f00421,reference.investment_calendar,calendar_quarter_text,field,reference.investment_calendar,quarter_number,steps[2]:schema_transform,schema_transform
f00422,reference.investment_calendar,calendar_month_text,field,reference.investment_calendar,month_number,steps[2]:schema_transform,schema_transform
f00423,reference.investment_calendar,calendar_month_start_text,field,reference.investment_calendar,month_start_date,steps[2]:schema_transform,schema_transform
f00424,reference.investment_calendar,calendar_quarter_start_text,field,reference.investment_calendar,quarter_start_date,steps[2]:schema_transform,schema_transform
f00425,reference.investment_calendar,calendar_month_end_text,field,reference.investment_calendar,is_month_end,steps[2]:schema_transform,schema_transform
f00426,reference.investment_calendar,calendar_quarter_end_text,field,reference.investment_calendar,is_quarter_end,steps[2]:schema_transform,schema_transform
f00427,reference.investment_calendar,calendar_date,field,reference.investment_calendar,calendar_date_text,steps[3]:calculated_fields,calculated_fields
f00428,reference.investment_calendar,calendar_year,field,reference.investment_calendar,calendar_year_text,steps[3]:calculated_fields,calculated_fields
f00429,reference.investment_calendar,calendar_quarter,field,reference.investment_calendar,calendar_quarter_text,steps[3]:calculated_fields,calculated_fields
f00430,reference.investment_calendar,calendar_month,field,reference.investment_calendar,calendar_month_text,steps[3]:calculated_fields,calculated_fields
f00431,reference.investment_calendar,calendar_month_start,field,reference.investment_calendar,calendar_month_start_text,steps[3]:calculated_fields,calculated_fields
f00432,reference.investment_calendar,calendar_quarter_start,field,reference.investment_calendar,calendar_quarter_start_text,steps[3]:calculated_fields,calculated_fields
f00433,reference.investment_calendar,calendar_is_month_end,field,reference.investment_calendar,calendar_month_end_text,steps[3]:calculated_fields,calculated_fields
f00434,reference.investment_calendar,calendar_is_quarter_end,field,reference.investment_calendar,calendar_quarter_end_text,steps[3]:calculated_fields,calculated_fields
f00435,reference.investment_calendar,calendar_quarter_label,field,reference.investment_calendar,calendar_quarter_text,steps[3]:calculated_fields,calculated_fields
f00436,reference.investment_calendar,calendar_quarter_label,field,reference.investment_calendar,calendar_date_text,steps[3]:calculated_fields,calculated_fields
f00437,reference.investment_classification,classification_type_code,field,reference.investment_classification,classification_type_code,steps[2]:schema_transform,schema_transform
f00438,reference.investment_classification,classification_value_code,field,reference.investment_classification,classification_value_code,steps[2]:schema_transform,schema_transform
f00439,reference.investment_classification,classification_value_name,field,reference.investment_classification,classification_value_name,steps[2]:schema_transform,schema_transform
f00440,reference.investment_classification,classification_sort_order,field,reference.investment_classification,sort_order,steps[2]:schema_transform,schema_transform
f00441,reference.investment_classification,classification_unknown_text,field,reference.investment_classification,is_unknown,steps[2]:schema_transform,schema_transform
f00442,reference.investment_classification,classification_key,field,reference.investment_classification,classification_type_code,steps[3]:calculated_fields,calculated_fields
f00443,reference.investment_classification,classification_key,field,reference.investment_classification,classification_value_code,steps[3]:calculated_fields,calculated_fields
f00444,reference.investment_classification,classification_is_unknown,field,reference.investment_classification,classification_unknown_text,steps[3]:calculated_fields,calculated_fields
f00445,reference.investment_classification,classification_type_name,contract,reference.investment_classification_type,classification_type_name,steps[4]:data_enrichment,data_enrichment
f00446,ecommerce.cartivo_order,source_record_id,field,ecommerce.cartivo_order,cartivo_record_id,steps[2]:schema_transform,schema_transform
f00447,ecommerce.cartivo_order,source_order_id,field,ecommerce.cartivo_order,cartivo_order_id,steps[2]:schema_transform,schema_transform
f00448,ecommerce.cartivo_order,source_customer_id,field,ecommerce.cartivo_order,cartivo_customer_id,steps[2]:schema_transform,schema_transform
f00449,ecommerce.cartivo_order,order_date,field,ecommerce.cartivo_order,order_date,steps[2]:schema_transform,schema_transform
f00450,ecommerce.cartivo_order,order_total,field,ecommerce.cartivo_order,order_total,steps[2]:schema_transform,schema_transform
